date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-05-06 14:29:52,Lenovo,,3,8,31,"President of Lenovo's Commercial IoT Group, @john_b_gordon, shares his perspective on how we can all return to work safely.",,@john_b_gordon,,1258041294343069696,https://twitter.com/Lenovo/status/1258041294343069696
2020-05-05 13:28:27,Lenovo,,1,2,7,"Tip #4: If you're going to wear a mask, make it awesome, like this Carole Maskin. #Quarantips",,,#Quarantips,1257663450936999936,https://twitter.com/Lenovo/status/1257663450936999936
2020-05-05 13:28:26,Lenovo,,3,9,45,"Need some #Quarantips to get you through the day? Tip #1: If you stare at a TrackPoint long enough, you are officially meditating... and people said you wouldn't learn good habits in quarantine.",,,#Quarantips,1257663447023706113,https://twitter.com/Lenovo/status/1257663447023706113
2020-04-03 13:15:00,Lenovo,,4,5,37,"This week's #WFH pics include a few unexpected ""coworkers"". Keep tagging us for your chance to be featured!",,,#WFH,1246063653696258050,https://twitter.com/Lenovo/status/1246063653696258050
2020-03-27 13:14:40,Lenovo,,2,20,83,We've been enjoying your creative WFH pictures this week! Keep sharing & tagging us to be featured. All are welcome!,,,,1243526856168673283,https://twitter.com/Lenovo/status/1243526856168673283
2020-03-20 13:19:30,Lenovo,,6,10,56,A bright spot during these WFH days? Pics of your pets and your creative home office set-ups . Keep them coming! Tag us and we'll share them too.,,,,1240991358380380160,https://twitter.com/Lenovo/status/1240991358380380160
2020-03-17 16:03:10,Lenovo,,7,49,114,"All over the globe, researchers & healthcare providers are leading the fight against coronavirus. Together with @Intel and @BGI_Genomics, we're playing a small part in the global effort to speed up the process of genome sequencing in search of a vaccine.",,@intel @BGI_Genomics,,1239945382840471553,https://twitter.com/Lenovo/status/1239945382840471553
