date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-04-30 00:03:38,Samsung,,22,9,92,"See how network traffic patterns have changed since social distancing was implemented, and how communication service providers (CSPs) can respond",,,,1255648970317037568,https://twitter.com/Samsung/status/1255648970317037568
2020-03-10 08:00:00,Samsung,,7,18,138,"“The product of this study could be a seed technology for safer, high-performance batteries of the future” #AllSolidState #Battery #EV",,,#AllSolidState #Battery #EV,1237287072186032128,https://twitter.com/Samsung/status/1237287072186032128
