date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-04-09 17:41:39,Visa,,14,6,24,Pull up planks aren’t easy. But washing your hands is. @mccollsean is doing his part to keep others safe. Do yours and wash your hands like an Olympian. #TeamVisa #stayhome,,@mccollsean,#TeamVisa #stayhome #stayhome,1248305083986644993,https://twitter.com/Visa/status/1248305083986644993
2020-04-08 14:26:40,Visa,,5,5,33,Bedroom kickflips aren’t easy. But sanitizing your hands is. Sky Brown (@skyandocean_) is doing her part to keep others safe. Do yours and sanitize your hands like an Olympian. #TeamVisa #stayhome,,@skyandocean_,#TeamVisa #stayhome #stayhome,1247893627482673152,https://twitter.com/Visa/status/1247893627482673152
2020-04-07 17:50:23,Visa,,2,5,24,Aquatic burpees aren’t easy. But staying home is. @katieledecky is doing her part to keep others safe. Do yours and isolate like an Olympian. #TeamVisa #stayhome,,@katieledecky,#TeamVisa #stayhome #stayhome,1247582507853156352,https://twitter.com/Visa/status/1247582507853156352
