date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-05-05 16:00:17,PayPal,,76,38,127,"PayPal is teaming with #GivingTuesdayNow to unleash a global day of generosity. Together, let’s thank, help, heal, and give back any way we can. Support a charity providing #COVID19 relief here: https://bit.ly/2W8YoIJ @GivingTuesday",,@GivingTuesday,#GivingTuesdayNow #COVID19,1257701661574905857,https://twitter.com/PayPal/status/1257701661574905857
2020-05-04 16:00:17,PayPal,,134,93,276,"PayPal is teaming with #GivingTuesdayNow to unleash a global day of generosity. Together, let’s thank, help, heal, and give back any way we can. Support a charity providing #COVID19 relief here: https://bit.ly/2Ww5Ooq @GivingTuesday",,@GivingTuesday,#GivingTuesdayNow #COVID19,1257339270660075521,https://twitter.com/PayPal/status/1257339270660075521
2020-05-01 18:30:20,PayPal,,64,24,71,"We are proud to join #StandforSmall, a coalition of 40+ leading companies to support #SmallBusiness with access to powerful resources during the COVID-19 crisis and beyond. Learn more: http://www.standforsmall.com",,,#StandforSmall #SmallBusiness,1256289872333221898,https://twitter.com/PayPal/status/1256289872333221898
2020-03-20 00:21:04,PayPal,,68,28,90,"Support charities responding to the #COVID19 pandemic through education, prevention and assisting recovery. https://bit.ly/3a4Sgpt",,,#COVID19,1240795458374639616,https://twitter.com/PayPal/status/1240795458374639616
