Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,127.25,128.38999938964844,127.05999755859375,128.2899932861328,126.38229370117188,2813300
2020-01-02,129.1300048828125,129.61000061035156,127.7699966430664,129.57000732421875,127.64327239990234,4614000
2020-01-03,127.45999908447266,129.25,127.2300033569336,127.8499984741211,125.94883728027344,4057200
2020-01-06,127.05999755859375,127.33000183105469,125.9000015258789,126.95999908447266,125.07207489013672,4345400
2020-01-07,129.14999389648438,130.89999389648438,128.4199981689453,129.41000366210938,127.48564147949219,7184100
2020-01-08,129.33999633789062,130.57000732421875,129.05999755859375,129.75999450683594,127.83043670654297,3546900
2020-01-09,130.6999969482422,131.74000549316406,130.24000549316406,131.3300018310547,129.37709045410156,3526600
2020-01-10,131.80999755859375,131.80999755859375,129.82000732421875,130.0,128.06687927246094,3234000
2020-01-13,130.57000732421875,130.74000549316406,129.77000427246094,129.9499969482422,128.01760864257812,4313200
2020-01-14,129.9499969482422,131.86000061035156,129.8300018310547,130.6699981689453,128.72689819335938,4626200
2020-01-15,130.42999267578125,130.42999267578125,128.86000061035156,129.1699981689453,127.24920654296875,3392300
2020-01-16,130.0,130.22999572753906,129.35000610351562,130.16000366210938,128.2244873046875,5475900
2020-01-17,130.75999450683594,132.0399932861328,130.44000244140625,131.6999969482422,129.74159240722656,5487100
2020-01-21,131.08999633789062,132.19000244140625,130.5800018310547,130.86000061035156,128.91409301757812,8631500
2020-01-22,132.02000427246094,135.6999969482422,131.82000732421875,133.33999633789062,131.35719299316406,8899700
2020-01-23,131.4199981689453,134.41000366210938,129.64999389648438,134.25,132.25367736816406,8598700
2020-01-24,134.8000030517578,135.44000244140625,129.75,130.52000427246094,128.57913208007812,5606800
2020-01-27,128.64999389648438,129.25,126.23999786376953,126.30999755859375,124.4317398071289,5890900
2020-01-28,127.1500015258789,128.30999755859375,126.76000213623047,128.0399932861328,126.1360092163086,4397500
2020-01-29,127.55000305175781,128.50999450683594,125.44000244140625,125.48999786376953,123.62393188476562,4535000
2020-01-30,123.22000122070312,124.66999816894531,122.22000122070312,124.41999816894531,123.45524597167969,5521300
2020-01-31,123.36000061035156,123.63999938964844,119.95999908447266,120.6500015258789,119.71448516845703,5782500
2020-02-03,121.05999755859375,123.68000030517578,121.05999755859375,123.4000015258789,122.44316101074219,5396400
2020-02-04,126.0,127.31999969482422,125.36000061035156,126.47000122070312,125.4893569946289,4434700
2020-02-05,128.66000366210938,132.91000366210938,128.66000366210938,132.44000244140625,131.41307067871094,7281800
2020-02-06,133.0,133.0,131.47999572753906,132.52000427246094,131.49244689941406,3686600
2020-02-07,131.25,131.25,128.50999450683594,128.6999969482422,127.70206451416016,4331700
2020-02-10,127.55000305175781,129.6999969482422,127.30000305175781,129.64999389648438,128.6446990966797,2882500
2020-02-11,130.47000122070312,131.97999572753906,130.1300048828125,130.6999969482422,129.68655395507812,2986800
2020-02-12,131.64999389648438,132.94000244140625,131.63999938964844,132.4199981689453,131.39321899414062,2839100
2020-02-13,131.8800048828125,133.38999938964844,131.16000366210938,132.80999755859375,131.7801971435547,4268700
2020-02-14,133.47999572753906,133.6199951171875,131.27000427246094,132.2100067138672,131.1848602294922,2605200
2020-02-18,131.10000610351562,131.77999877929688,130.58999633789062,131.24000549316406,130.22238159179688,3094400
2020-02-19,132.89999389648438,134.3000030517578,132.2100067138672,133.1300048828125,132.09771728515625,3931600
