Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,132.52999877929688,134.1199951171875,132.39999389648438,134.0399932861328,130.89927673339844,3777500
2020-01-02,135.0,135.9199981689453,134.77000427246094,135.4199981689453,132.24693298339844,3148600
2020-01-03,133.57000732421875,134.86000061035156,133.55999755859375,134.33999633789062,131.19224548339844,2373700
2020-01-06,133.4199981689453,134.24000549316406,133.1999969482422,134.10000610351562,130.9578857421875,2425500
2020-01-07,133.69000244140625,134.9600067138672,133.39999389648438,134.19000244140625,131.04576110839844,3090800
2020-01-08,134.50999450683594,135.86000061035156,133.9199981689453,135.30999755859375,132.1395263671875,4346000
2020-01-09,135.74000549316406,136.7899932861328,135.30999755859375,136.74000549316406,133.5360107421875,3730600
2020-01-10,137.0,137.8699951171875,136.30999755859375,136.69000244140625,133.48719787597656,3255400
2020-01-13,135.47999572753906,136.63999938964844,135.07000732421875,136.60000610351562,133.39930725097656,3531000
2020-01-14,136.27999877929688,137.13999938964844,135.5500030517578,135.82000732421875,132.6375732421875,3681000
2020-01-15,136.0,138.05999755859375,135.7100067138672,136.6199951171875,133.4188232421875,4045900
2020-01-16,137.32000732421875,138.19000244140625,137.00999450683594,137.97999572753906,134.74696350097656,4320900
2020-01-17,136.5399932861328,138.3300018310547,136.16000366210938,138.30999755859375,135.06922912597656,5623300
2020-01-21,137.80999755859375,139.35000610351562,137.60000610351562,139.1699981689453,135.90907287597656,7244100
2020-01-22,143.32000732421875,145.7899932861328,142.5500030517578,143.88999938964844,140.5184783935547,16470400
2020-01-23,144.1999969482422,144.41000366210938,142.14999389648438,142.8699951171875,139.5223846435547,5657800
2020-01-24,143.38999938964844,143.9199981689453,140.4600067138672,140.55999755859375,137.26649475097656,5580200
2020-01-27,138.5,140.07000732421875,138.10000610351562,138.6199951171875,135.37196350097656,4166600
2020-01-28,139.5,140.47000122070312,138.75,139.5500030517578,136.28016662597656,3451600
2020-01-29,139.1699981689453,139.5800018310547,137.60000610351562,137.69000244140625,134.46376037597656,3053800
2020-01-30,136.75999450683594,136.97000122070312,134.97000122070312,136.77000427246094,133.5653076171875,5057900
2020-01-31,142.89999389648438,144.0500030517578,140.7899932861328,143.72999572753906,140.3622283935547,18994600
2020-02-03,144.25,147.27999877929688,143.89999389648438,146.27000427246094,142.84271240234375,8887500
2020-02-04,147.77999877929688,149.3800048828125,146.8800048828125,149.11000061035156,145.6161651611328,5621000
2020-02-05,150.2100067138672,157.44000244140625,150.14999389648438,156.3300018310547,152.6669921875,14386800
2020-02-06,156.82000732421875,158.75,155.4199981689453,156.75999450683594,153.0869140625,8400500
2020-02-07,154.5500030517578,155.5399932861328,152.9199981689453,153.41000366210938,151.37982177734375,6423400
2020-02-10,152.97000122070312,154.44000244140625,151.5800018310547,154.42999267578125,152.3863067626953,5239800
2020-02-11,155.1199951171875,155.22000122070312,152.72999572753906,153.47999572753906,151.44888305664062,3835100
2020-02-12,153.75,155.60000610351562,153.52000427246094,155.30999755859375,153.25466918945312,4437800
2020-02-13,154.3699951171875,154.8300018310547,153.41000366210938,154.30999755859375,152.2678985595703,3820700
2020-02-14,154.4199981689453,154.55999755859375,149.77000427246094,150.6999969482422,148.70567321777344,6099200
2020-02-18,149.7899932861328,151.3800048828125,149.63999938964844,151.10000610351562,149.1003875732422,3343000
2020-02-19,151.5399932861328,151.88999938964844,150.30999755859375,150.86000061035156,148.86355590820312,2732900
2020-02-20,150.80999755859375,151.6199951171875,149.50999450683594,151.22000122070312,149.2187957763672,2880500
2020-02-21,151.0399932861328,151.0399932861328,148.83999633789062,149.83999633789062,147.8570556640625,3536900
2020-02-24,145.50999450683594,148.0500030517578,145.3800048828125,146.42999267578125,144.49217224121094,5452400
2020-02-25,146.50999450683594,147.07000732421875,141.25999450683594,141.7100067138672,139.83465576171875,6211500
2020-02-26,142.89999389648438,144.05999755859375,139.60000610351562,139.75,137.9005889892578,5407900
2020-02-27,137.24000549316406,138.69000244140625,133.00999450683594,133.11000061035156,131.3484649658203,8421100
2020-02-28,129.97999572753906,131.08999633789062,126.36000061035156,130.14999389648438,128.42762756347656,13012200
2020-03-02,130.75,134.44000244140625,127.94999694824219,134.3000030517578,132.52272033691406,8531400
2020-03-03,134.47999572753906,136.10000610351562,127.80000305175781,128.89999389648438,127.19416809082031,7896100
2020-03-04,131.5800018310547,134.27999877929688,129.0,134.22000122070312,132.4437713623047,4996400
2020-03-05,130.5,132.2899932861328,128.4499969482422,129.5500030517578,127.8355712890625,5446200
2020-03-06,126.69999694824219,128.3300018310547,124.5199966430664,127.7300033569336,126.03965759277344,8193300
2020-03-09,120.16000366210938,122.41000366210938,117.27999877929688,117.80999755859375,116.25093078613281,10757500
2020-03-10,122.77999877929688,124.87999725341797,115.76000213623047,124.7699966430664,123.11882781982422,11410700
2020-03-11,121.01000213623047,122.58000183105469,116.37999725341797,117.97000122070312,116.40882110595703,8446500
2020-03-12,109.6500015258789,109.80000305175781,102.27999877929688,102.80999755859375,101.4494400024414,12512700
2020-03-13,108.68000030517578,109.16000366210938,100.80999755859375,107.94999694824219,106.52141571044922,12502100
2020-03-16,98.0,107.41000366210938,95.0,99.08000183105469,97.76880645751953,10568000
2020-03-17,100.61000061035156,107.4000015258789,97.0999984741211,106.6500015258789,105.2386245727539,9258300
2020-03-18,99.41000366210938,106.93000030517578,99.4000015258789,103.55000305175781,102.17964935302734,8772500
2020-03-19,102.33000183105469,103.69000244140625,98.23999786376953,100.33999633789062,99.01212310791016,8396500
2020-03-20,100.91999816894531,100.98999786376953,94.70999908447266,95.38999938964844,94.12763214111328,10546500
2020-03-23,94.5999984741211,97.73999786376953,90.55999755859375,94.7699966430664,93.51583862304688,9729400
2020-03-24,99.98999786376953,106.04000091552734,99.26000213623047,105.4800033569336,104.08411407470703,7973900
2020-03-25,105.4800033569336,112.4800033569336,102.83000183105469,105.8499984741211,104.44921112060547,8654000
2020-03-26,106.91000366210938,113.1500015258789,105.56999969482422,112.88999938964844,111.39604187011719,7153500
2020-03-27,108.58000183105469,111.5,107.6500015258789,108.02999877929688,106.60035705566406,6423000
2020-03-30,108.08999633789062,113.45999908447266,107.80999755859375,112.93000030517578,111.43551635742188,5564500
2020-03-31,112.0,113.80999755859375,110.16999816894531,110.93000030517578,109.46198272705078,6343300
2020-04-01,106.36000061035156,109.91999816894531,104.5199966430664,105.13999938964844,103.74860382080078,6112900
2020-04-02,105.37000274658203,110.31999969482422,105.13999938964844,110.0,108.5442886352539,6328700
2020-04-03,108.91999816894531,110.06999969482422,104.91999816894531,106.33999633789062,104.93272399902344,4538800
2020-04-06,110.3499984741211,115.62999725341797,110.12999725341797,114.81999969482422,113.30050659179688,7034200
2020-04-07,118.80000305175781,119.56999969482422,114.87000274658203,114.94000244140625,113.41891479492188,5595300
2020-04-08,116.30999755859375,119.95999908447266,115.06999969482422,119.29000091552734,117.71134948730469,5158600
2020-04-09,120.4800033569336,122.91999816894531,120.16999816894531,121.5,119.89210510253906,5576800
2020-04-13,121.62999725341797,121.80000305175781,118.04000091552734,121.1500015258789,119.54673767089844,5119700
2020-04-14,123.45999908447266,125.18000030517578,122.62000274658203,123.91000366210938,122.27021026611328,5088700
2020-04-15,119.12000274658203,120.19000244140625,116.76000213623047,118.69000244140625,117.11929321289062,5637300
2020-04-16,119.01000213623047,119.75,114.41999816894531,115.7300033569336,114.1984634399414,6457600
2020-04-17,119.30000305175781,120.38999938964844,117.91999816894531,120.12000274658203,118.53036499023438,4966000
2020-04-20,119.1500015258789,122.86000061035156,118.13999938964844,120.41000366210938,118.8165283203125,8181700
2020-04-21,114.0,117.1500015258789,112.05999755859375,116.76000213623047,115.21483612060547,14349000
2020-04-22,119.87000274658203,120.33000183105469,117.55000305175781,119.30999755859375,117.7310791015625,7087900
2020-04-23,119.56999969482422,123.02999877929688,119.12000274658203,121.3499984741211,119.74408721923828,6881600
2020-04-24,122.41000366210938,125.0,120.76000213623047,124.72000122070312,123.06948852539062,4987300
2020-04-27,125.55999755859375,126.98999786376953,125.47000122070312,125.91999816894531,124.25360870361328,4923800
2020-04-28,128.02999877929688,128.1999969482422,125.37999725341797,126.2699966430664,124.5989761352539,4778100
2020-04-29,128.8800048828125,129.30999755859375,127.52999877929688,128.69000244140625,126.98695373535156,5257600
2020-04-30,126.5199966430664,127.2699966430664,125.22000122070312,125.55999755859375,123.89836883544922,6635800
2020-05-01,123.19000244140625,123.47000122070312,121.38999938964844,121.87000274658203,120.25720977783203,4925500
2020-05-04,120.81999969482422,121.97000122070312,119.38999938964844,121.68000030517578,120.06971740722656,4017900
2020-05-05,123.38999938964844,124.31999969482422,122.47000122070312,122.58000183105469,120.95780944824219,3899400
2020-05-06,123.23999786376953,124.05000305175781,122.41000366210938,123.16999816894531,121.54000091552734,3864600
2020-05-07,122.9800033569336,123.26000213623047,120.8499984741211,121.2300033569336,121.2300033569336,4412600
2020-05-08,122.66999816894531,123.2300033569336,121.05999755859375,122.98999786376953,122.98999786376953,5003900
2020-05-11,121.80999755859375,123.44999694824219,120.66999816894531,122.58999633789062,122.58999633789062,3535300
